gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period,income_rank,total_buy
M,71,a4ac99af1b,2015-08-26,95000.0,70,70,2015,8,26,2021-07-26,2161,income_2th,333.15999999999997
M,37,676506bad6,2017-05-15,92000.0,30,35,2017,5,15,2021-07-26,1533,income_2th,191.59
F,57,b7658a8eab,2016-05-22,81000.0,50,55,2016,5,22,2021-07-26,1891,income_2th,129.14000000000001
M,52,a8719d4d30,2014-04-25,85000.0,50,50,2014,4,25,2021-07-26,2649,income_2th,142.75
M,41,bd215efd78,2016-08-24,41000.0,40,40,2016,8,24,2021-07-26,1797,income_4th,22.310000000000002
F,66,f5e5983562,2017-06-18,74000.0,60,65,2017,6,18,2021-07-26,1499,income_3th,107.5
F,66,f970eafddc,2015-10-01,87000.0,60,65,2015,10,1,2021-07-26,2125,income_2th,173.79999999999998
F,68,c4a3c86c7b,2017-10-25,120000.0,60,65,2017,10,25,2021-07-26,1370,income_1th,164.52
M,20,4bbcb71a7f,2016-03-08,70000.0,20,20,2016,3,8,2021-07-26,1966,income_3th,19.79
M,43,9ef935700f,2017-07-04,42000.0,40,40,2017,7,4,2021-07-26,1483,income_4th,64.73
M,73,32fbf97e89,2017-12-12,38000.0,70,70,2017,12,12,2021-07-26,1322,income_4th,104.78999999999999
F,42,68081ac19e,2017-05-29,56000.0,40,40,2017,5,29,2021-07-26,1519,income_3th,146.62
M,82,b268f71b99,2016-06-04,110000.0,80,80,2016,6,4,2021-07-26,1878,income_1th,222.45
F,70,01ef4c6618,2017-11-09,92000.0,70,70,2017,11,9,2021-07-26,1355,income_2th,135.57999999999998
F,42,7a7aece75d,2017-10-10,71000.0,40,40,2017,10,10,2021-07-26,1385,income_3th,66.67
M,48,8f7dd3b2af,2015-09-03,62000.0,40,45,2015,9,3,2021-07-26,2153,income_3th,125.62
F,53,8b5ae6d654,2015-09-10,93000.0,50,50,2015,9,10,2021-07-26,2146,income_2th,222.34999999999997
M,79,dd0fe73d5e,2018-01-23,90000.0,70,75,2018,1,23,2021-07-26,1280,income_2th,87.65
M,51,b0be9b4679,2016-05-11,55000.0,50,50,2016,5,11,2021-07-26,1902,income_3th,30.89
F,48,f8756fc0ee,2016-06-02,105000.0,40,45,2016,6,2,2021-07-26,1880,income_1th,96.44999999999999
F,54,01e8739670,2015-10-24,119000.0,50,50,2015,10,24,2021-07-26,2102,income_1th,181.15999999999997
M,52,5e97488a58,2018-07-10,48000.0,50,50,2018,7,10,2021-07-26,1112,income_4th,31.400000000000002
M,28,e6590c7f95,2013-09-24,68000.0,20,25,2013,9,24,2021-07-26,2862,income_3th,171.80999999999997
M,69,bb9cf26ad4,2014-05-02,47000.0,60,65,2014,5,2,2021-07-26,2642,income_4th,56.83999999999999
M,73,0861b9ca31,2017-06-27,92000.0,70,70,2017,6,27,2021-07-26,1490,income_2th,298.64000000000004
F,67,eefbc1aac0,2017-08-13,71000.0,60,65,2017,8,13,2021-07-26,1443,income_3th,87.88
F,76,cc40aaa447,2018-06-13,34000.0,70,75,2018,6,13,2021-07-26,1139,income_4th,82.43
F,55,c34eaeb9e6,2015-11-21,53000.0,50,55,2015,11,21,2021-07-26,2074,income_3th,140.48
F,89,69b02748e2,2018-06-23,83000.0,80,85,2018,6,23,2021-07-26,1129,income_2th,50.89
M,57,717a423a31,2018-04-29,41000.0,50,55,2018,4,29,2021-07-26,1184,income_4th,21.36
F,54,ca900921cf,2018-02-11,70000.0,50,50,2018,2,11,2021-07-26,1261,income_3th,9.77
M,58,b4a4a6b964,2017-12-27,73000.0,50,55,2017,12,27,2021-07-26,1307,income_3th,23.45
M,49,1e78f244ca,2017-11-23,39000.0,40,45,2017,11,23,2021-07-26,1341,income_4th,5.09
F,73,07ebe89c87,2018-05-07,79000.0,70,70,2018,5,7,2021-07-26,1176,income_2th,55.9
F,58,371d6b3a98,2017-02-19,76000.0,50,55,2017,2,19,2021-07-26,1618,income_2th,163.13
M,51,ea8a1cb1c5,2017-12-14,70000.0,50,50,2017,12,14,2021-07-26,1320,income_3th,22.970000000000002
M,74,709189c472,2016-04-18,78000.0,70,70,2016,4,18,2021-07-26,1925,income_2th,169.31
M,53,c0f9e4bb1f,2015-09-06,95000.0,50,50,2015,9,6,2021-07-26,2150,income_2th,133.4
M,61,9e0369f104,2018-02-27,32000.0,60,60,2018,2,27,2021-07-26,1245,income_4th,38.910000000000004
F,64,8899cbcaf3,2017-10-08,95000.0,60,60,2017,10,8,2021-07-26,1387,income_2th,218.45999999999998
M,42,cda87c53c8,2017-09-08,75000.0,40,40,2017,9,8,2021-07-26,1417,income_3th,148.84
M,50,be2b393781,2016-04-26,57000.0,50,50,2016,4,26,2021-07-26,1917,income_3th,304.60999999999996
M,60,e8f6590b49,2017-09-03,56000.0,60,60,2017,9,3,2021-07-26,1422,income_3th,32.519999999999996
F,57,7da4476ec7,2016-04-08,83000.0,50,55,2016,4,8,2021-07-26,1935,income_2th,261.09000000000003
F,39,a0f63f6e12,2017-04-07,54000.0,30,35,2017,4,7,2021-07-26,1571,income_3th,213.60000000000002
F,57,b3ad8755d0,2016-08-27,67000.0,50,55,2016,8,27,2021-07-26,1794,income_3th,378.94999999999993
M,57,fe23d94e17,2017-12-16,71000.0,50,55,2017,12,16,2021-07-26,1318,income_3th,106.29999999999998
M,68,4c51ba3886,2016-03-18,51000.0,60,65,2016,3,18,2021-07-26,1956,income_3th,64.51
F,83,813f7ade94,2015-09-10,114000.0,80,80,2015,9,10,2021-07-26,2146,income_1th,198.57000000000002
F,35,ee8eccee44,2018-01-02,72000.0,30,35,2018,1,2,2021-07-26,1301,income_3th,103.97
F,90,58ad7189fe,2018-01-01,72000.0,90,90,2018,1,1,2021-07-26,1302,income_3th,47.910000000000004
M,56,1e917541b9,2018-04-04,72000.0,50,55,2018,4,4,2021-07-26,1209,income_3th,16.53
M,84,4786c65ce3,2017-09-07,81000.0,80,80,2017,9,7,2021-07-26,1418,income_2th,33.93
M,62,a7456960b6,2018-03-12,39000.0,60,60,2018,3,12,2021-07-26,1232,income_4th,25.22
M,63,ce9ccae345,2017-02-23,58000.0,60,60,2017,2,23,2021-07-26,1614,income_3th,193.47
M,67,6227426025,2016-01-05,56000.0,60,65,2016,1,5,2021-07-26,2029,income_3th,93.94999999999999
F,68,4c1c14245a,2017-11-26,50000.0,60,65,2017,11,26,2021-07-26,1338,income_4th,104.26999999999998
M,55,9bd8945dd4,2017-05-08,73000.0,50,55,2017,5,8,2021-07-26,1540,income_3th,75.52000000000001
F,24,c93f9619ab,2017-02-07,59000.0,20,20,2017,2,7,2021-07-26,1630,income_3th,610.0999999999999
M,40,508e507b46,2017-08-15,39000.0,40,40,2017,8,15,2021-07-26,1441,income_4th,33.28
M,83,e3cd0a0e1a,2018-01-18,61000.0,80,80,2018,1,18,2021-07-26,1285,income_3th,75.41
F,63,9ddafd9acd,2017-03-16,41000.0,60,60,2017,3,16,2021-07-26,1593,income_4th,58.87
F,59,0e72fad934,2018-01-16,59000.0,50,55,2018,1,16,2021-07-26,1287,income_3th,206.85999999999999
O,49,0d0a9ca928,2017-12-07,42000.0,40,45,2017,12,7,2021-07-26,1327,income_4th,119.6
F,61,d11e727921,2016-06-12,99000.0,60,60,2016,6,12,2021-07-26,1870,income_2th,156.28
M,42,6be0513109,2018-06-13,57000.0,40,40,2018,6,13,2021-07-26,1139,income_3th,40.05
M,58,90a221d618,2018-01-29,36000.0,50,55,2018,1,29,2021-07-26,1274,income_4th,24.57
F,48,b3a5a87d9e,2016-10-21,44000.0,40,45,2016,10,21,2021-07-26,1739,income_4th,94.17999999999999
M,35,027596e6ed,2017-08-29,64000.0,30,35,2017,8,29,2021-07-26,1427,income_3th,14.860000000000001
M,36,f5b84c63d6,2018-03-15,31000.0,30,35,2018,3,15,2021-07-26,1229,income_4th,33.480000000000004
F,41,5084c3bf96,2016-04-14,100000.0,40,40,2016,4,14,2021-07-26,1929,income_2th,102.12
F,83,0872d0fa41,2017-04-30,73000.0,80,80,2017,4,30,2021-07-26,1548,income_3th,246.75
M,53,4cbe33c601,2017-10-15,87000.0,50,50,2017,10,15,2021-07-26,1380,income_2th,96.24
F,53,63682fd0e2,2016-01-15,97000.0,50,50,2016,1,15,2021-07-26,2019,income_2th,195.43000000000004
F,80,85727ebd2e,2018-01-10,48000.0,80,80,2018,1,10,2021-07-26,1293,income_4th,431.56
M,25,4cce01bbc3,2015-11-16,66000.0,20,25,2015,11,16,2021-07-26,2079,income_3th,27.279999999999998
M,63,b330ad2e97,2015-11-04,119000.0,60,60,2015,11,4,2021-07-26,2091,income_1th,126.59
F,63,611846bccd,2016-06-14,66000.0,60,60,2016,6,14,2021-07-26,1868,income_3th,164.66
F,56,06b99e8cc2,2018-01-23,109000.0,50,55,2018,1,23,2021-07-26,1280,income_1th,400.53
M,43,e262142cfb,2017-10-04,59000.0,40,40,2017,10,4,2021-07-26,1391,income_3th,9.55
F,58,78364f0145,2016-03-14,58000.0,50,55,2016,3,14,2021-07-26,1960,income_3th,61.78
M,59,1e90d5a75b,2017-01-23,59000.0,50,55,2017,1,23,2021-07-26,1645,income_3th,195.82999999999998
M,49,c7456a584a,2018-03-18,104000.0,40,45,2018,3,18,2021-07-26,1226,income_1th,79.54
F,63,b432b74402,2017-09-12,70000.0,60,60,2017,9,12,2021-07-26,1413,income_3th,22.009999999999998
M,42,d6e40d21be,2015-12-10,94000.0,40,40,2015,12,10,2021-07-26,2055,income_2th,219.97000000000003
F,52,b6874ec748,2018-01-17,57000.0,50,50,2018,1,17,2021-07-26,1286,income_3th,33.910000000000004
F,57,a04fcfd571,2018-04-08,37000.0,50,55,2018,4,8,2021-07-26,1205,income_4th,309.9
F,56,16ed3ce399,2017-11-09,59000.0,50,55,2017,11,9,2021-07-26,1355,income_3th,65.22
M,80,79d6e0ec46,2017-10-15,87000.0,80,80,2017,10,15,2021-07-26,1380,income_2th,83.39999999999999
M,43,dce9bfaf37,2016-02-11,52000.0,40,40,2016,2,11,2021-07-26,1992,income_3th,172.94
M,54,09e73eeb14,2017-11-14,70000.0,50,50,2017,11,14,2021-07-26,1350,income_3th,14.190000000000001
M,28,42e511d82a,2016-11-11,73000.0,20,25,2016,11,11,2021-07-26,1718,income_3th,127.81000000000002
F,57,f26062d4f1,2017-10-08,95000.0,50,55,2017,10,8,2021-07-26,1387,income_2th,215.32
M,71,3f297d8938,2015-03-10,67000.0,70,70,2015,3,10,2021-07-26,2330,income_3th,35.25
F,64,cffd46a4ad,2018-04-18,112000.0,60,60,2018,4,18,2021-07-26,1195,income_1th,104.63
M,20,576e6eed3c,2014-05-31,49000.0,20,20,2014,5,31,2021-07-26,2613,income_4th,10.83
F,36,55c69bafc6,2017-04-23,58000.0,30,35,2017,4,23,2021-07-26,1555,income_3th,87.33
F,45,b427c95a76,2016-10-04,99000.0,40,45,2016,10,4,2021-07-26,1756,income_2th,179.08
M,71,aec66f67b8,2014-12-17,65000.0,70,70,2014,12,17,2021-07-26,2413,income_3th,142.76999999999998
M,67,6e43570e45,2018-06-01,89000.0,60,65,2018,6,1,2021-07-26,1151,income_2th,88.81
F,72,5fc96150a4,2016-09-22,81000.0,70,70,2016,9,22,2021-07-26,1768,income_2th,116.6
M,51,227f2d69e4,2018-05-12,100000.0,50,50,2018,5,12,2021-07-26,1171,income_2th,156.08
M,48,d2d8012642,2017-09-19,68000.0,40,45,2017,9,19,2021-07-26,1406,income_3th,99.11000000000001
M,53,bf60d102f3,2018-04-10,60000.0,50,50,2018,4,10,2021-07-26,1203,income_3th,35.199999999999996
M,25,75da3f6ef6,2018-02-15,53000.0,20,25,2018,2,15,2021-07-26,1257,income_3th,9.47
F,79,3115295d22,2018-01-10,85000.0,70,75,2018,1,10,2021-07-26,1293,income_2th,274.4
M,19,80712efd45,2018-06-24,32000.0,10,15,2018,6,24,2021-07-26,1128,income_4th,14.779999999999998
F,28,30333ea9ee,2018-04-11,49000.0,20,25,2018,4,11,2021-07-26,1202,income_4th,8.9
M,56,bb0f25e23a,2014-06-11,76000.0,50,55,2014,6,11,2021-07-26,2602,income_2th,188.9
M,44,81d1298cca,2014-03-19,37000.0,40,40,2014,3,19,2021-07-26,2686,income_4th,21.029999999999998
M,25,7691902266,2017-12-25,40000.0,20,25,2017,12,25,2021-07-26,1309,income_4th,41.68
F,61,4866a2c8fe,2018-01-13,78000.0,60,60,2018,1,13,2021-07-26,1290,income_2th,142.57999999999998
M,34,09020cacd7,2017-09-22,59000.0,30,30,2017,9,22,2021-07-26,1403,income_3th,18.09
F,41,597bcbdab1,2017-12-10,37000.0,40,40,2017,12,10,2021-07-26,1324,income_4th,133.56
M,44,b8dc729c58,2016-12-04,51000.0,40,40,2016,12,4,2021-07-26,1695,income_3th,39.88000000000001
F,51,d7282e3f7e,2018-06-29,92000.0,50,50,2018,6,29,2021-07-26,1123,income_2th,77.24
M,47,8b5f5a1b1c,2017-11-09,44000.0,40,45,2017,11,9,2021-07-26,1355,income_4th,4.54
F,63,055a06b9a6,2018-07-07,70000.0,60,60,2018,7,7,2021-07-26,1115,income_3th,56.83
M,62,fc41f98eac,2017-11-26,61000.0,60,60,2017,11,26,2021-07-26,1338,income_3th,62.519999999999996
M,66,3f244f4dea,2018-07-03,71000.0,60,65,2018,7,3,2021-07-26,1119,income_3th,31.67
M,62,05dedca5b2,2017-12-08,70000.0,60,60,2017,12,8,2021-07-26,1326,income_3th,105.7
M,83,93893ec00b,2016-04-10,88000.0,80,80,2016,4,10,2021-07-26,1933,income_2th,278.71000000000004
M,43,ff298e06fe,2018-06-27,58000.0,40,40,2018,6,27,2021-07-26,1125,income_3th,18.97
F,66,eaaa456d80,2016-12-04,94000.0,60,65,2016,12,4,2021-07-26,1695,income_2th,48.22
M,70,c8d495a12b,2017-11-18,44000.0,70,70,2017,11,18,2021-07-26,1346,income_4th,12.61
F,65,be7ff3cb6b,2018-01-12,66000.0,60,65,2018,1,12,2021-07-26,1291,income_3th,58.38
F,33,6a619d10e8,2016-11-06,54000.0,30,30,2016,11,6,2021-07-26,1723,income_3th,190.83
M,63,b65eaba56d,2018-07-26,78000.0,60,60,2018,7,26,2021-07-26,1096,income_2th,20.86
M,77,d3027a3344,2017-08-01,42000.0,70,75,2017,8,1,2021-07-26,1455,income_4th,16.21
F,49,c2c72ce603,2017-10-16,57000.0,40,45,2017,10,16,2021-07-26,1379,income_3th,30.2
M,53,ca369d4c5c,2017-01-23,104000.0,50,50,2017,1,23,2021-07-26,1645,income_1th,215.63
F,61,5979ee1e3e,2016-02-28,87000.0,60,60,2016,2,28,2021-07-26,1975,income_2th,191.42
M,60,35ad0c309d,2015-12-15,38000.0,60,60,2015,12,15,2021-07-26,2050,income_4th,117.13
F,44,6c0c0bacbe,2017-09-18,60000.0,40,40,2017,9,18,2021-07-26,1407,income_3th,167.0
M,69,7170e85765,2015-06-22,62000.0,60,65,2015,6,22,2021-07-26,2226,income_3th,91.46999999999998
M,39,30f768e598,2018-05-24,71000.0,30,35,2018,5,24,2021-07-26,1159,income_3th,12.33
F,38,8e9cc6311a,2015-03-26,55000.0,30,35,2015,3,26,2021-07-26,2314,income_3th,77.83
F,83,1ccdd48ea4,2017-12-23,99000.0,80,80,2017,12,23,2021-07-26,1311,income_2th,174.91
F,63,ec290c4f5c,2016-01-24,94000.0,60,60,2016,1,24,2021-07-26,2010,income_2th,255.7
F,41,b3e4bca407,2015-10-15,41000.0,40,40,2015,10,15,2021-07-26,2111,income_4th,27.029999999999998
M,54,32e149f18a,2017-11-12,39000.0,50,50,2017,11,12,2021-07-26,1352,income_4th,24.549999999999997
M,41,adeaeb917e,2018-01-26,55000.0,40,40,2018,1,26,2021-07-26,1277,income_3th,74.78
F,56,7f0124b2a6,2017-09-22,69000.0,50,55,2017,9,22,2021-07-26,1403,income_3th,22.85
M,50,4fb0ad9109,2018-01-18,98000.0,50,50,2018,1,18,2021-07-26,1285,income_2th,26.7
M,58,4051d8962d,2015-11-23,55000.0,50,55,2015,11,23,2021-07-26,2072,income_3th,162.13
M,39,25ff4f5d2d,2017-04-25,61000.0,30,35,2017,4,25,2021-07-26,1553,income_3th,65.82
F,60,87cef38012,2017-09-26,55000.0,60,60,2017,9,26,2021-07-26,1399,income_3th,81.15
F,60,efeaf350ca,2016-09-06,74000.0,60,60,2016,9,6,2021-07-26,1784,income_3th,89.35000000000001
M,24,d7d78a3fab,2018-07-03,38000.0,20,20,2018,7,3,2021-07-26,1119,income_4th,5.89
M,48,580282318a,2016-11-30,57000.0,40,45,2016,11,30,2021-07-26,1699,income_3th,139.69
M,50,3c1242f9a1,2018-03-26,110000.0,50,50,2018,3,26,2021-07-26,1218,income_1th,106.58
F,41,5db55c0301,2017-07-30,67000.0,40,40,2017,7,30,2021-07-26,1457,income_3th,32.6
M,45,f9396c7c37,2015-05-04,84000.0,40,45,2015,5,4,2021-07-26,2275,income_2th,164.07
M,48,c036caeb35,2016-07-09,93000.0,40,45,2016,7,9,2021-07-26,1843,income_2th,209.17000000000002
M,59,86cd0fa338,2018-02-01,87000.0,50,55,2018,2,1,2021-07-26,1271,income_2th,57.29
M,43,9cc0fab8e4,2018-04-23,45000.0,40,40,2018,4,23,2021-07-26,1190,income_4th,18.54
F,56,6626b0fcb1,2017-10-21,67000.0,50,55,2017,10,21,2021-07-26,1374,income_3th,270.03000000000003
M,54,17e445a1d5,2016-12-06,93000.0,50,50,2016,12,6,2021-07-26,1693,income_2th,261.22
F,48,854128de8f,2018-07-22,47000.0,40,45,2018,7,22,2021-07-26,1100,income_4th,98.85
M,63,319abe74a6,2017-12-26,49000.0,60,60,2017,12,26,2021-07-26,1308,income_4th,13.989999999999998
M,47,62db888b21,2017-12-02,35000.0,40,45,2017,12,2,2021-07-26,1332,income_4th,31.990000000000002
M,52,903101be9b,2016-08-30,56000.0,50,50,2016,8,30,2021-07-26,1791,income_3th,48.88000000000001
F,58,ef0dcb0bdd,2016-09-05,78000.0,50,55,2016,9,5,2021-07-26,1785,income_2th,93.96000000000001
M,78,5cd3b3a0e5,2015-05-09,39000.0,70,75,2015,5,9,2021-07-26,2270,income_4th,49.08
M,43,9c48c9b259,2014-07-01,40000.0,40,40,2014,7,1,2021-07-26,2582,income_4th,71.03
M,68,0a5431e766,2017-08-06,61000.0,60,65,2017,8,6,2021-07-26,1450,income_3th,11.34
M,18,1a17eef552,2015-05-03,48000.0,10,15,2015,5,3,2021-07-26,2276,income_4th,27.539999999999996
F,39,5eb5877aa4,2016-09-19,85000.0,30,35,2016,9,19,2021-07-26,1771,income_2th,162.07
M,74,3004ddb762,2018-07-21,99000.0,70,70,2018,7,21,2021-07-26,1101,income_2th,71.17999999999999
F,53,dbb7655f71,2017-01-19,98000.0,50,50,2017,1,19,2021-07-26,1649,income_2th,148.85
F,61,d5f5fd09f8,2015-09-23,67000.0,60,60,2015,9,23,2021-07-26,2133,income_3th,366.73999999999995
M,23,7be9450df7,2018-04-28,54000.0,20,20,2018,4,28,2021-07-26,1185,income_3th,21.040000000000003
M,46,10c4dfe0dd,2017-11-09,55000.0,40,45,2017,11,9,2021-07-26,1355,income_3th,29.97
M,51,f6581b347e,2017-08-27,78000.0,50,50,2017,8,27,2021-07-26,1429,income_2th,25.37
M,77,3a19b64033,2018-04-07,86000.0,70,75,2018,4,7,2021-07-26,1206,income_2th,127.89000000000001
F,79,50429444a8,2017-10-26,91000.0,70,75,2017,10,26,2021-07-26,1369,income_2th,136.59
M,41,ab1ceb3bfc,2015-05-14,41000.0,40,40,2015,5,14,2021-07-26,2265,income_4th,30.96
F,60,cb4a0508e9,2016-02-17,78000.0,60,60,2016,2,17,2021-07-26,1986,income_2th,170.77
F,54,f50ee71f3a,2017-11-23,47000.0,50,50,2017,11,23,2021-07-26,1341,income_4th,137.43
O,63,01f46a5191,2015-09-20,89000.0,60,60,2015,9,20,2021-07-26,2136,income_2th,166.58999999999997
M,73,af15533a5b,2018-04-14,76000.0,70,70,2018,4,14,2021-07-26,1199,income_2th,31.89
M,47,ec5800ee8a,2018-02-11,77000.0,40,45,2018,2,11,2021-07-26,1261,income_2th,62.73
M,84,3db2add652,2016-04-01,82000.0,80,80,2016,4,1,2021-07-26,1942,income_2th,88.75999999999999
M,20,b6859fb676,2017-09-01,56000.0,20,20,2017,9,1,2021-07-26,1424,income_3th,27.77
F,24,c80e5ece0b,2015-01-18,35000.0,20,20,2015,1,18,2021-07-26,2381,income_4th,41.45
F,58,fcb6487bac,2017-03-10,71000.0,50,55,2017,3,10,2021-07-26,1599,income_3th,96.07000000000001
M,35,35f2d25487,2017-09-28,40000.0,30,35,2017,9,28,2021-07-26,1397,income_4th,18.31
M,57,05ad6da25f,2017-08-06,33000.0,50,55,2017,8,6,2021-07-26,1450,income_4th,11.18
M,87,93534b7c68,2015-04-10,55000.0,80,85,2015,4,10,2021-07-26,2299,income_3th,49.16999999999999
F,86,f7e127d8fc,2015-05-06,84000.0,80,85,2015,5,6,2021-07-26,2273,income_2th,137.35000000000002
F,57,f92d608f58,2018-01-17,100000.0,50,55,2018,1,17,2021-07-26,1286,income_2th,98.34
M,61,b50fd78643,2017-10-22,112000.0,60,60,2017,10,22,2021-07-26,1373,income_1th,143.43
M,25,662f3247f3,2017-10-21,53000.0,20,25,2017,10,21,2021-07-26,1374,income_3th,15.95
M,38,e296bfe8da,2015-05-13,31000.0,30,35,2015,5,13,2021-07-26,2266,income_4th,46.98000000000001
M,94,00bbce6533,2014-11-28,50000.0,90,90,2014,11,28,2021-07-26,2432,income_4th,77.21000000000001
M,59,e54b14de96,2015-12-12,61000.0,50,55,2015,12,12,2021-07-26,2053,income_3th,198.12
F,61,40ca4949bc,2016-06-14,72000.0,60,60,2016,6,14,2021-07-26,1868,income_3th,46.66
M,31,4acdbe18bb,2017-11-01,64000.0,30,30,2017,11,1,2021-07-26,1363,income_3th,34.03
F,75,ae2f9e0ed7,2017-11-02,53000.0,70,75,2017,11,2,2021-07-26,1362,income_3th,77.19
M,51,cf93931b28,2018-04-05,65000.0,50,50,2018,4,5,2021-07-26,1208,income_3th,15.73
M,68,523e72f640,2017-12-01,74000.0,60,65,2017,12,1,2021-07-26,1333,income_3th,189.10000000000002
M,86,91e8ec094d,2018-05-24,71000.0,80,85,2018,5,24,2021-07-26,1159,income_3th,15.399999999999999
F,62,a453d70e85,2018-07-07,117000.0,60,60,2018,7,7,2021-07-26,1115,income_1th,169.60000000000002
M,61,c3b7848d96,2018-06-27,64000.0,60,60,2018,6,27,2021-07-26,1125,income_3th,26.59
F,63,b827960517,2018-06-27,57000.0,60,60,2018,6,27,2021-07-26,1125,income_3th,27.57
F,26,fe02a12cef,2017-12-04,52000.0,20,25,2017,12,4,2021-07-26,1330,income_3th,152.89000000000001
F,50,a8f4008479,2015-11-02,77000.0,50,50,2015,11,2,2021-07-26,2093,income_2th,207.45999999999998
F,45,0ac4ad9e2a,2017-06-25,93000.0,40,45,2017,6,25,2021-07-26,1492,income_2th,342.15999999999997
F,88,2be977c63b,2016-02-14,64000.0,80,85,2016,2,14,2021-07-26,1989,income_3th,152.86
F,50,1dc38ca39f,2017-09-08,92000.0,50,50,2017,9,8,2021-07-26,1417,income_2th,77.99
F,65,9aba5058cb,2017-09-09,119000.0,60,65,2017,9,9,2021-07-26,1416,income_1th,370.27
M,55,5063e15e15,2017-07-17,76000.0,50,55,2017,7,17,2021-07-26,1470,income_2th,211.66000000000003
M,71,7e527b19f7,2016-04-06,95000.0,70,70,2016,4,6,2021-07-26,1937,income_2th,220.38
F,34,8c0d71b9f1,2015-09-25,46000.0,30,30,2015,9,25,2021-07-26,2131,income_4th,115.3
M,81,696493b9f6,2017-08-25,65000.0,80,80,2017,8,25,2021-07-26,1431,income_3th,5.28
F,65,1f3375bf55,2013-08-22,98000.0,60,65,2013,8,22,2021-07-26,2895,income_2th,119.43
F,63,54a637c5dd,2018-03-26,62000.0,60,60,2018,3,26,2021-07-26,1218,income_3th,12.65
M,73,2956c29de4,2016-05-27,58000.0,70,70,2016,5,27,2021-07-26,1886,income_3th,99.88
F,84,6e87e9e5ec,2018-01-25,77000.0,80,80,2018,1,25,2021-07-26,1278,income_2th,58.75
M,63,d791a7a91a,2017-09-24,70000.0,60,60,2017,9,24,2021-07-26,1401,income_3th,232.58
F,24,461e13a14a,2018-04-16,51000.0,20,20,2018,4,16,2021-07-26,1197,income_3th,142.22
M,36,dbb4766b7d,2013-07-30,74000.0,30,35,2013,7,30,2021-07-26,2918,income_3th,37.120000000000005
M,56,0b86e2ad1f,2016-06-07,69000.0,50,55,2016,6,7,2021-07-26,1875,income_3th,117.28999999999999
F,65,440244d2fe,2017-05-02,119000.0,60,65,2017,5,2,2021-07-26,1546,income_1th,108.74000000000001
M,71,55d72207fe,2016-07-20,114000.0,70,70,2016,7,20,2021-07-26,1832,income_1th,267.97
M,71,e1581a9a6f,2017-12-24,118000.0,70,70,2017,12,24,2021-07-26,1310,income_1th,93.85
M,61,ae37927ce8,2017-04-25,39000.0,60,60,2017,4,25,2021-07-26,1553,income_4th,36.690000000000005
O,73,644ac06dc9,2018-03-16,88000.0,70,70,2018,3,16,2021-07-26,1228,income_2th,109.89000000000001
M,19,4c4f170b36,2018-03-21,73000.0,10,15,2018,3,21,2021-07-26,1223,income_3th,93.22999999999999
F,64,a200b438d3,2017-07-24,34000.0,60,60,2017,7,24,2021-07-26,1463,income_4th,38.68
F,66,70938b2cdd,2017-10-20,112000.0,60,65,2017,10,20,2021-07-26,1375,income_1th,193.6
M,37,dbb37c0caa,2018-02-24,59000.0,30,35,2018,2,24,2021-07-26,1248,income_3th,51.14
M,22,e112df4e6a,2016-12-20,49000.0,20,20,2016,12,20,2021-07-26,1679,income_4th,126.12999999999998
F,54,421260f3c6,2018-07-19,96000.0,50,50,2018,7,19,2021-07-26,1103,income_2th,96.00999999999999
M,62,e7a9b8f3ac,2018-01-05,73000.0,60,60,2018,1,5,2021-07-26,1298,income_3th,43.21
F,50,55540073b2,2018-01-06,75000.0,50,50,2018,1,6,2021-07-26,1297,income_3th,221.95
F,80,532638c9f8,2017-07-26,87000.0,80,80,2017,7,26,2021-07-26,1461,income_2th,114.72
M,55,3ade1139f5,2015-09-23,112000.0,50,55,2015,9,23,2021-07-26,2133,income_1th,99.17
M,40,4b2a9054c3,2017-03-03,50000.0,40,40,2017,3,3,2021-07-26,1606,income_4th,79.28999999999999
M,43,3cabd00999,2015-12-18,52000.0,40,40,2015,12,18,2021-07-26,2047,income_3th,287.29999999999995
M,61,46c1046acb,2017-02-05,53000.0,60,60,2017,2,5,2021-07-26,1632,income_3th,561.97
F,32,bfea161653,2017-05-31,43000.0,30,30,2017,5,31,2021-07-26,1517,income_4th,192.1
F,68,1cf78b092c,2017-09-03,32000.0,60,65,2017,9,3,2021-07-26,1422,income_4th,153.65
F,66,b30df99d6d,2017-08-21,104000.0,60,65,2017,8,21,2021-07-26,1435,income_1th,94.16
M,36,490b282bfc,2017-12-26,35000.0,30,35,2017,12,26,2021-07-26,1308,income_4th,13.95
M,38,c0c3517fdf,2017-10-19,60000.0,30,35,2017,10,19,2021-07-26,1376,income_3th,77.77
F,80,c35b03c286,2015-07-28,54000.0,80,80,2015,7,28,2021-07-26,2190,income_3th,90.2
F,82,8edaf0e1d7,2018-01-23,68000.0,80,80,2018,1,23,2021-07-26,1280,income_3th,244.78
M,45,3446d272fc,2015-10-27,74000.0,40,45,2015,10,27,2021-07-26,2099,income_3th,201.45
M,89,3a81d2ae9b,2017-10-26,63000.0,80,85,2017,10,26,2021-07-26,1369,income_3th,51.600000000000016
F,45,431c4c3827,2017-12-07,94000.0,40,45,2017,12,7,2021-07-26,1327,income_2th,46.0
