gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period
F,35,ee8eccee44,2018-01-02,72000.0,30,35,2018,1,2,2021-07-26,1301
F,90,58ad7189fe,2018-01-01,72000.0,90,90,2018,1,1,2021-07-26,1302
M,56,1e917541b9,2018-04-04,72000.0,50,55,2018,4,4,2021-07-26,1209
M,84,4786c65ce3,2017-09-07,81000.0,80,80,2017,9,7,2021-07-26,1418
M,62,a7456960b6,2018-03-12,39000.0,60,60,2018,3,12,2021-07-26,1232
M,63,ce9ccae345,2017-02-23,58000.0,60,60,2017,2,23,2021-07-26,1614
M,67,6227426025,2016-01-05,56000.0,60,65,2016,1,5,2021-07-26,2029
F,68,4c1c14245a,2017-11-26,50000.0,60,65,2017,11,26,2021-07-26,1338
M,55,9bd8945dd4,2017-05-08,73000.0,50,55,2017,5,8,2021-07-26,1540
F,24,c93f9619ab,2017-02-07,59000.0,20,20,2017,2,7,2021-07-26,1630
M,40,508e507b46,2017-08-15,39000.0,40,40,2017,8,15,2021-07-26,1441
M,83,e3cd0a0e1a,2018-01-18,61000.0,80,80,2018,1,18,2021-07-26,1285
F,63,9ddafd9acd,2017-03-16,41000.0,60,60,2017,3,16,2021-07-26,1593
F,59,0e72fad934,2018-01-16,59000.0,50,55,2018,1,16,2021-07-26,1287
O,49,0d0a9ca928,2017-12-07,42000.0,40,45,2017,12,7,2021-07-26,1327
F,61,d11e727921,2016-06-12,99000.0,60,60,2016,6,12,2021-07-26,1870
M,42,6be0513109,2018-06-13,57000.0,40,40,2018,6,13,2021-07-26,1139
M,58,90a221d618,2018-01-29,36000.0,50,55,2018,1,29,2021-07-26,1274
F,48,b3a5a87d9e,2016-10-21,44000.0,40,45,2016,10,21,2021-07-26,1739
M,35,027596e6ed,2017-08-29,64000.0,30,35,2017,8,29,2021-07-26,1427
M,36,f5b84c63d6,2018-03-15,31000.0,30,35,2018,3,15,2021-07-26,1229
F,41,5084c3bf96,2016-04-14,100000.0,40,40,2016,4,14,2021-07-26,1929
F,83,0872d0fa41,2017-04-30,73000.0,80,80,2017,4,30,2021-07-26,1548
M,53,4cbe33c601,2017-10-15,87000.0,50,50,2017,10,15,2021-07-26,1380
F,53,63682fd0e2,2016-01-15,97000.0,50,50,2016,1,15,2021-07-26,2019
F,80,85727ebd2e,2018-01-10,48000.0,80,80,2018,1,10,2021-07-26,1293
M,25,4cce01bbc3,2015-11-16,66000.0,20,25,2015,11,16,2021-07-26,2079
M,63,b330ad2e97,2015-11-04,119000.0,60,60,2015,11,4,2021-07-26,2091
F,63,611846bccd,2016-06-14,66000.0,60,60,2016,6,14,2021-07-26,1868
F,56,06b99e8cc2,2018-01-23,109000.0,50,55,2018,1,23,2021-07-26,1280
M,43,e262142cfb,2017-10-04,59000.0,40,40,2017,10,4,2021-07-26,1391
F,58,78364f0145,2016-03-14,58000.0,50,55,2016,3,14,2021-07-26,1960
M,59,1e90d5a75b,2017-01-23,59000.0,50,55,2017,1,23,2021-07-26,1645
M,49,c7456a584a,2018-03-18,104000.0,40,45,2018,3,18,2021-07-26,1226
F,63,b432b74402,2017-09-12,70000.0,60,60,2017,9,12,2021-07-26,1413
M,42,d6e40d21be,2015-12-10,94000.0,40,40,2015,12,10,2021-07-26,2055
F,52,b6874ec748,2018-01-17,57000.0,50,50,2018,1,17,2021-07-26,1286
F,57,a04fcfd571,2018-04-08,37000.0,50,55,2018,4,8,2021-07-26,1205
F,56,16ed3ce399,2017-11-09,59000.0,50,55,2017,11,9,2021-07-26,1355
M,80,79d6e0ec46,2017-10-15,87000.0,80,80,2017,10,15,2021-07-26,1380
M,43,dce9bfaf37,2016-02-11,52000.0,40,40,2016,2,11,2021-07-26,1992
M,54,09e73eeb14,2017-11-14,70000.0,50,50,2017,11,14,2021-07-26,1350
M,28,42e511d82a,2016-11-11,73000.0,20,25,2016,11,11,2021-07-26,1718
F,57,f26062d4f1,2017-10-08,95000.0,50,55,2017,10,8,2021-07-26,1387
M,71,3f297d8938,2015-03-10,67000.0,70,70,2015,3,10,2021-07-26,2330
F,64,cffd46a4ad,2018-04-18,112000.0,60,60,2018,4,18,2021-07-26,1195
M,20,576e6eed3c,2014-05-31,49000.0,20,20,2014,5,31,2021-07-26,2613
F,36,55c69bafc6,2017-04-23,58000.0,30,35,2017,4,23,2021-07-26,1555
F,45,b427c95a76,2016-10-04,99000.0,40,45,2016,10,4,2021-07-26,1756
M,71,aec66f67b8,2014-12-17,65000.0,70,70,2014,12,17,2021-07-26,2413
M,67,6e43570e45,2018-06-01,89000.0,60,65,2018,6,1,2021-07-26,1151
F,72,5fc96150a4,2016-09-22,81000.0,70,70,2016,9,22,2021-07-26,1768
M,51,227f2d69e4,2018-05-12,100000.0,50,50,2018,5,12,2021-07-26,1171
M,48,d2d8012642,2017-09-19,68000.0,40,45,2017,9,19,2021-07-26,1406
M,53,bf60d102f3,2018-04-10,60000.0,50,50,2018,4,10,2021-07-26,1203
M,25,75da3f6ef6,2018-02-15,53000.0,20,25,2018,2,15,2021-07-26,1257
F,79,3115295d22,2018-01-10,85000.0,70,75,2018,1,10,2021-07-26,1293
M,19,80712efd45,2018-06-24,32000.0,10,15,2018,6,24,2021-07-26,1128
F,28,30333ea9ee,2018-04-11,49000.0,20,25,2018,4,11,2021-07-26,1202
M,56,bb0f25e23a,2014-06-11,76000.0,50,55,2014,6,11,2021-07-26,2602
M,44,81d1298cca,2014-03-19,37000.0,40,40,2014,3,19,2021-07-26,2686
M,25,7691902266,2017-12-25,40000.0,20,25,2017,12,25,2021-07-26,1309
F,61,4866a2c8fe,2018-01-13,78000.0,60,60,2018,1,13,2021-07-26,1290
M,34,09020cacd7,2017-09-22,59000.0,30,30,2017,9,22,2021-07-26,1403
F,41,597bcbdab1,2017-12-10,37000.0,40,40,2017,12,10,2021-07-26,1324
M,44,b8dc729c58,2016-12-04,51000.0,40,40,2016,12,4,2021-07-26,1695
F,51,d7282e3f7e,2018-06-29,92000.0,50,50,2018,6,29,2021-07-26,1123
M,47,8b5f5a1b1c,2017-11-09,44000.0,40,45,2017,11,9,2021-07-26,1355
F,63,055a06b9a6,2018-07-07,70000.0,60,60,2018,7,7,2021-07-26,1115
M,62,fc41f98eac,2017-11-26,61000.0,60,60,2017,11,26,2021-07-26,1338
M,66,3f244f4dea,2018-07-03,71000.0,60,65,2018,7,3,2021-07-26,1119
M,62,05dedca5b2,2017-12-08,70000.0,60,60,2017,12,8,2021-07-26,1326
M,83,93893ec00b,2016-04-10,88000.0,80,80,2016,4,10,2021-07-26,1933
M,43,ff298e06fe,2018-06-27,58000.0,40,40,2018,6,27,2021-07-26,1125
F,66,eaaa456d80,2016-12-04,94000.0,60,65,2016,12,4,2021-07-26,1695
M,70,c8d495a12b,2017-11-18,44000.0,70,70,2017,11,18,2021-07-26,1346
F,65,be7ff3cb6b,2018-01-12,66000.0,60,65,2018,1,12,2021-07-26,1291
F,33,6a619d10e8,2016-11-06,54000.0,30,30,2016,11,6,2021-07-26,1723
M,63,b65eaba56d,2018-07-26,78000.0,60,60,2018,7,26,2021-07-26,1096
M,77,d3027a3344,2017-08-01,42000.0,70,75,2017,8,1,2021-07-26,1455
F,49,c2c72ce603,2017-10-16,57000.0,40,45,2017,10,16,2021-07-26,1379
M,53,ca369d4c5c,2017-01-23,104000.0,50,50,2017,1,23,2021-07-26,1645
F,61,5979ee1e3e,2016-02-28,87000.0,60,60,2016,2,28,2021-07-26,1975
M,60,35ad0c309d,2015-12-15,38000.0,60,60,2015,12,15,2021-07-26,2050
F,44,6c0c0bacbe,2017-09-18,60000.0,40,40,2017,9,18,2021-07-26,1407
M,69,7170e85765,2015-06-22,62000.0,60,65,2015,6,22,2021-07-26,2226
M,39,30f768e598,2018-05-24,71000.0,30,35,2018,5,24,2021-07-26,1159
F,38,8e9cc6311a,2015-03-26,55000.0,30,35,2015,3,26,2021-07-26,2314
F,83,1ccdd48ea4,2017-12-23,99000.0,80,80,2017,12,23,2021-07-26,1311
F,63,ec290c4f5c,2016-01-24,94000.0,60,60,2016,1,24,2021-07-26,2010
F,41,b3e4bca407,2015-10-15,41000.0,40,40,2015,10,15,2021-07-26,2111
M,54,32e149f18a,2017-11-12,39000.0,50,50,2017,11,12,2021-07-26,1352
M,41,adeaeb917e,2018-01-26,55000.0,40,40,2018,1,26,2021-07-26,1277
F,56,7f0124b2a6,2017-09-22,69000.0,50,55,2017,9,22,2021-07-26,1403
M,50,4fb0ad9109,2018-01-18,98000.0,50,50,2018,1,18,2021-07-26,1285
M,58,4051d8962d,2015-11-23,55000.0,50,55,2015,11,23,2021-07-26,2072
M,39,25ff4f5d2d,2017-04-25,61000.0,30,35,2017,4,25,2021-07-26,1553
F,60,87cef38012,2017-09-26,55000.0,60,60,2017,9,26,2021-07-26,1399
F,60,efeaf350ca,2016-09-06,74000.0,60,60,2016,9,6,2021-07-26,1784
M,24,d7d78a3fab,2018-07-03,38000.0,20,20,2018,7,3,2021-07-26,1119
M,48,580282318a,2016-11-30,57000.0,40,45,2016,11,30,2021-07-26,1699
M,50,3c1242f9a1,2018-03-26,110000.0,50,50,2018,3,26,2021-07-26,1218
F,41,5db55c0301,2017-07-30,67000.0,40,40,2017,7,30,2021-07-26,1457
M,45,f9396c7c37,2015-05-04,84000.0,40,45,2015,5,4,2021-07-26,2275
M,48,c036caeb35,2016-07-09,93000.0,40,45,2016,7,9,2021-07-26,1843
M,59,86cd0fa338,2018-02-01,87000.0,50,55,2018,2,1,2021-07-26,1271
M,43,9cc0fab8e4,2018-04-23,45000.0,40,40,2018,4,23,2021-07-26,1190
F,56,6626b0fcb1,2017-10-21,67000.0,50,55,2017,10,21,2021-07-26,1374
M,54,17e445a1d5,2016-12-06,93000.0,50,50,2016,12,6,2021-07-26,1693
F,48,854128de8f,2018-07-22,47000.0,40,45,2018,7,22,2021-07-26,1100
M,63,319abe74a6,2017-12-26,49000.0,60,60,2017,12,26,2021-07-26,1308
M,47,62db888b21,2017-12-02,35000.0,40,45,2017,12,2,2021-07-26,1332
M,52,903101be9b,2016-08-30,56000.0,50,50,2016,8,30,2021-07-26,1791
F,58,ef0dcb0bdd,2016-09-05,78000.0,50,55,2016,9,5,2021-07-26,1785
M,78,5cd3b3a0e5,2015-05-09,39000.0,70,75,2015,5,9,2021-07-26,2270
M,43,9c48c9b259,2014-07-01,40000.0,40,40,2014,7,1,2021-07-26,2582
M,68,0a5431e766,2017-08-06,61000.0,60,65,2017,8,6,2021-07-26,1450
M,18,1a17eef552,2015-05-03,48000.0,10,15,2015,5,3,2021-07-26,2276
F,39,5eb5877aa4,2016-09-19,85000.0,30,35,2016,9,19,2021-07-26,1771
M,74,3004ddb762,2018-07-21,99000.0,70,70,2018,7,21,2021-07-26,1101
F,53,dbb7655f71,2017-01-19,98000.0,50,50,2017,1,19,2021-07-26,1649
F,61,d5f5fd09f8,2015-09-23,67000.0,60,60,2015,9,23,2021-07-26,2133
M,23,7be9450df7,2018-04-28,54000.0,20,20,2018,4,28,2021-07-26,1185
M,46,10c4dfe0dd,2017-11-09,55000.0,40,45,2017,11,9,2021-07-26,1355
M,51,f6581b347e,2017-08-27,78000.0,50,50,2017,8,27,2021-07-26,1429
M,77,3a19b64033,2018-04-07,86000.0,70,75,2018,4,7,2021-07-26,1206
F,79,50429444a8,2017-10-26,91000.0,70,75,2017,10,26,2021-07-26,1369
M,41,ab1ceb3bfc,2015-05-14,41000.0,40,40,2015,5,14,2021-07-26,2265
F,60,cb4a0508e9,2016-02-17,78000.0,60,60,2016,2,17,2021-07-26,1986
F,54,f50ee71f3a,2017-11-23,47000.0,50,50,2017,11,23,2021-07-26,1341
O,63,01f46a5191,2015-09-20,89000.0,60,60,2015,9,20,2021-07-26,2136
M,73,af15533a5b,2018-04-14,76000.0,70,70,2018,4,14,2021-07-26,1199
M,47,ec5800ee8a,2018-02-11,77000.0,40,45,2018,2,11,2021-07-26,1261
M,84,3db2add652,2016-04-01,82000.0,80,80,2016,4,1,2021-07-26,1942
M,20,b6859fb676,2017-09-01,56000.0,20,20,2017,9,1,2021-07-26,1424
F,24,c80e5ece0b,2015-01-18,35000.0,20,20,2015,1,18,2021-07-26,2381
F,58,fcb6487bac,2017-03-10,71000.0,50,55,2017,3,10,2021-07-26,1599
M,35,35f2d25487,2017-09-28,40000.0,30,35,2017,9,28,2021-07-26,1397
M,57,05ad6da25f,2017-08-06,33000.0,50,55,2017,8,6,2021-07-26,1450
M,87,93534b7c68,2015-04-10,55000.0,80,85,2015,4,10,2021-07-26,2299
F,86,f7e127d8fc,2015-05-06,84000.0,80,85,2015,5,6,2021-07-26,2273
F,57,f92d608f58,2018-01-17,100000.0,50,55,2018,1,17,2021-07-26,1286
M,61,b50fd78643,2017-10-22,112000.0,60,60,2017,10,22,2021-07-26,1373
M,25,662f3247f3,2017-10-21,53000.0,20,25,2017,10,21,2021-07-26,1374
M,38,e296bfe8da,2015-05-13,31000.0,30,35,2015,5,13,2021-07-26,2266
M,94,00bbce6533,2014-11-28,50000.0,90,90,2014,11,28,2021-07-26,2432
M,59,e54b14de96,2015-12-12,61000.0,50,55,2015,12,12,2021-07-26,2053
F,49,c75b0d5cf8,2017-12-31,73000.0,40,45,2017,12,31,2021-07-26,1303
F,61,40ca4949bc,2016-06-14,72000.0,60,60,2016,6,14,2021-07-26,1868
M,31,4acdbe18bb,2017-11-01,64000.0,30,30,2017,11,1,2021-07-26,1363
F,75,ae2f9e0ed7,2017-11-02,53000.0,70,75,2017,11,2,2021-07-26,1362
M,51,cf93931b28,2018-04-05,65000.0,50,50,2018,4,5,2021-07-26,1208
M,68,523e72f640,2017-12-01,74000.0,60,65,2017,12,1,2021-07-26,1333
M,86,91e8ec094d,2018-05-24,71000.0,80,85,2018,5,24,2021-07-26,1159
F,62,a453d70e85,2018-07-07,117000.0,60,60,2018,7,7,2021-07-26,1115
M,61,c3b7848d96,2018-06-27,64000.0,60,60,2018,6,27,2021-07-26,1125
F,63,b827960517,2018-06-27,57000.0,60,60,2018,6,27,2021-07-26,1125
F,26,fe02a12cef,2017-12-04,52000.0,20,25,2017,12,4,2021-07-26,1330
F,50,a8f4008479,2015-11-02,77000.0,50,50,2015,11,2,2021-07-26,2093
F,45,0ac4ad9e2a,2017-06-25,93000.0,40,45,2017,6,25,2021-07-26,1492
F,88,2be977c63b,2016-02-14,64000.0,80,85,2016,2,14,2021-07-26,1989
F,50,1dc38ca39f,2017-09-08,92000.0,50,50,2017,9,8,2021-07-26,1417
F,65,9aba5058cb,2017-09-09,119000.0,60,65,2017,9,9,2021-07-26,1416
M,55,5063e15e15,2017-07-17,76000.0,50,55,2017,7,17,2021-07-26,1470
M,71,7e527b19f7,2016-04-06,95000.0,70,70,2016,4,6,2021-07-26,1937
F,34,8c0d71b9f1,2015-09-25,46000.0,30,30,2015,9,25,2021-07-26,2131
M,81,696493b9f6,2017-08-25,65000.0,80,80,2017,8,25,2021-07-26,1431
F,65,1f3375bf55,2013-08-22,98000.0,60,65,2013,8,22,2021-07-26,2895
F,63,54a637c5dd,2018-03-26,62000.0,60,60,2018,3,26,2021-07-26,1218
M,73,2956c29de4,2016-05-27,58000.0,70,70,2016,5,27,2021-07-26,1886
F,84,6e87e9e5ec,2018-01-25,77000.0,80,80,2018,1,25,2021-07-26,1278
F,55,6ec3613494,2018-06-13,62000.0,50,55,2018,6,13,2021-07-26,1139
M,63,d791a7a91a,2017-09-24,70000.0,60,60,2017,9,24,2021-07-26,1401
F,24,461e13a14a,2018-04-16,51000.0,20,20,2018,4,16,2021-07-26,1197
M,36,dbb4766b7d,2013-07-30,74000.0,30,35,2013,7,30,2021-07-26,2918
M,56,0b86e2ad1f,2016-06-07,69000.0,50,55,2016,6,7,2021-07-26,1875
F,65,440244d2fe,2017-05-02,119000.0,60,65,2017,5,2,2021-07-26,1546
M,75,22617705ee,2018-06-23,75000.0,70,75,2018,6,23,2021-07-26,1129
M,71,55d72207fe,2016-07-20,114000.0,70,70,2016,7,20,2021-07-26,1832
M,71,e1581a9a6f,2017-12-24,118000.0,70,70,2017,12,24,2021-07-26,1310
M,61,ae37927ce8,2017-04-25,39000.0,60,60,2017,4,25,2021-07-26,1553
O,73,644ac06dc9,2018-03-16,88000.0,70,70,2018,3,16,2021-07-26,1228
M,19,4c4f170b36,2018-03-21,73000.0,10,15,2018,3,21,2021-07-26,1223
F,64,a200b438d3,2017-07-24,34000.0,60,60,2017,7,24,2021-07-26,1463
F,66,70938b2cdd,2017-10-20,112000.0,60,65,2017,10,20,2021-07-26,1375
M,37,dbb37c0caa,2018-02-24,59000.0,30,35,2018,2,24,2021-07-26,1248
M,22,e112df4e6a,2016-12-20,49000.0,20,20,2016,12,20,2021-07-26,1679
F,54,421260f3c6,2018-07-19,96000.0,50,50,2018,7,19,2021-07-26,1103
M,62,e7a9b8f3ac,2018-01-05,73000.0,60,60,2018,1,5,2021-07-26,1298
F,50,55540073b2,2018-01-06,75000.0,50,50,2018,1,6,2021-07-26,1297
F,80,532638c9f8,2017-07-26,87000.0,80,80,2017,7,26,2021-07-26,1461
M,55,3ade1139f5,2015-09-23,112000.0,50,55,2015,9,23,2021-07-26,2133
M,40,4b2a9054c3,2017-03-03,50000.0,40,40,2017,3,3,2021-07-26,1606
M,43,3cabd00999,2015-12-18,52000.0,40,40,2015,12,18,2021-07-26,2047
M,61,46c1046acb,2017-02-05,53000.0,60,60,2017,2,5,2021-07-26,1632
F,32,bfea161653,2017-05-31,43000.0,30,30,2017,5,31,2021-07-26,1517
F,68,1cf78b092c,2017-09-03,32000.0,60,65,2017,9,3,2021-07-26,1422
F,66,b30df99d6d,2017-08-21,104000.0,60,65,2017,8,21,2021-07-26,1435
M,36,490b282bfc,2017-12-26,35000.0,30,35,2017,12,26,2021-07-26,1308
M,38,c0c3517fdf,2017-10-19,60000.0,30,35,2017,10,19,2021-07-26,1376
F,80,c35b03c286,2015-07-28,54000.0,80,80,2015,7,28,2021-07-26,2190
F,82,8edaf0e1d7,2018-01-23,68000.0,80,80,2018,1,23,2021-07-26,1280
M,45,3446d272fc,2015-10-27,74000.0,40,45,2015,10,27,2021-07-26,2099
M,89,3a81d2ae9b,2017-10-26,63000.0,80,85,2017,10,26,2021-07-26,1369
F,45,431c4c3827,2017-12-07,94000.0,40,45,2017,12,7,2021-07-26,1327
M,59,131d42c477,2018-04-05,35000.0,50,55,2018,4,5,2021-07-26,1208
M,22,d69bf082f3,2018-03-22,44000.0,20,20,2018,3,22,2021-07-26,1222
F,67,de938b5f2b,2017-07-14,50000.0,60,65,2017,7,14,2021-07-26,1473
F,30,03374e3f14,2016-12-05,41000.0,30,30,2016,12,5,2021-07-26,1694
M,56,c9fe2208e4,2018-04-02,88000.0,50,55,2018,4,2,2021-07-26,1211
F,53,11d7a9296e,2016-01-14,100000.0,50,50,2016,1,14,2021-07-26,2020
M,32,af44c9f118,2016-10-28,58000.0,30,30,2016,10,28,2021-07-26,1732
F,51,d72d201be5,2016-02-23,73000.0,50,50,2016,2,23,2021-07-26,1980
F,38,f707d8ac81,2017-12-25,66000.0,30,35,2017,12,25,2021-07-26,1309
F,52,6cabe7c674,2014-01-13,45000.0,50,50,2014,1,13,2021-07-26,2751
M,55,d0ca8c271d,2016-09-08,68000.0,50,55,2016,9,8,2021-07-26,1782
M,81,25d13cfaea,2017-10-09,41000.0,80,80,2017,10,9,2021-07-26,1386
M,55,7ab9438707,2017-11-03,78000.0,50,55,2017,11,3,2021-07-26,1361
F,51,bd7528c4ab,2014-02-02,67000.0,50,50,2014,2,2,2021-07-26,2731
F,71,0caa5fbb22,2015-09-04,74000.0,70,70,2015,9,4,2021-07-26,2152
M,45,59f3d232e6,2016-03-03,84000.0,40,45,2016,3,3,2021-07-26,1971
M,49,094630a89b,2015-10-16,71000.0,40,45,2015,10,16,2021-07-26,2110
M,62,111b40bd65,2017-09-20,48000.0,60,60,2017,9,20,2021-07-26,1405
F,65,4324b549f5,2015-10-16,99000.0,60,65,2015,10,16,2021-07-26,2110
F,50,c224c3eb8c,2018-01-09,63000.0,50,50,2018,1,9,2021-07-26,1294
F,20,79aa711ee9,2018-02-03,60000.0,20,20,2018,2,3,2021-07-26,1269
F,49,993f1b4794,2018-04-30,31000.0,40,45,2018,4,30,2021-07-26,1183
M,55,40b18766e2,2017-09-24,83000.0,50,55,2017,9,24,2021-07-26,1401
M,58,013094309e,2014-10-24,54000.0,50,55,2014,10,24,2021-07-26,2467
F,95,5638a1d0d5,2017-09-13,64000.0,90,95,2017,9,13,2021-07-26,1412
F,83,8bf702aaba,2018-01-12,99000.0,80,80,2018,1,12,2021-07-26,1291
F,56,0f792a0ea8,2016-02-14,70000.0,50,55,2016,2,14,2021-07-26,1989
M,66,f4c75d8d43,2017-05-23,54000.0,60,65,2017,5,23,2021-07-26,1525
M,87,797b15c1a3,2017-08-08,74000.0,80,85,2017,8,8,2021-07-26,1448
M,55,54658f5864,2016-08-26,89000.0,50,55,2016,8,26,2021-07-26,1795
F,52,6dae9375da,2017-08-01,114000.0,50,50,2017,8,1,2021-07-26,1455
F,59,309e6ef35e,2016-12-26,83000.0,50,55,2016,12,26,2021-07-26,1673
F,59,20260caf2e,2016-05-15,51000.0,50,55,2016,5,15,2021-07-26,1898
F,49,026876bc8c,2017-11-28,74000.0,40,45,2017,11,28,2021-07-26,1336
F,62,89cf536cba,2014-04-04,46000.0,60,60,2014,4,4,2021-07-26,2670
F,56,e58ffa6511,2015-08-26,80000.0,50,55,2015,8,26,2021-07-26,2161
F,51,5a89bd9fa2,2017-04-01,97000.0,50,50,2017,4,1,2021-07-26,1577
F,47,21eef0356f,2014-06-08,62000.0,40,45,2014,6,8,2021-07-26,2605
M,38,bc351f1715,2016-04-13,96000.0,30,35,2016,4,13,2021-07-26,1930
M,43,aada49f7ba,2018-07-09,44000.0,40,40,2018,7,9,2021-07-26,1113
M,43,acd7dc8df1,2016-10-21,72000.0,40,40,2016,10,21,2021-07-26,1739
M,49,1ff988aa1d,2015-11-06,84000.0,40,45,2015,11,6,2021-07-26,2089
F,36,c382ccba64,2017-09-25,57000.0,30,35,2017,9,25,2021-07-26,1400
F,45,93c230e2ff,2016-11-24,58000.0,40,45,2016,11,24,2021-07-26,1705
M,53,d41fa9b8c2,2018-06-09,95000.0,50,50,2018,6,9,2021-07-26,1143
M,43,99f82310db,2017-08-06,60000.0,40,40,2017,8,6,2021-07-26,1450
F,18,c1e96618c1,2017-06-19,67000.0,10,15,2017,6,19,2021-07-26,1498
M,40,f0eafd499d,2016-06-02,41000.0,40,40,2016,6,2,2021-07-26,1880
F,83,efb2c8c635,2017-03-21,114000.0,80,80,2017,3,21,2021-07-26,1588
M,49,e25ba3813b,2018-01-23,65000.0,40,45,2018,1,23,2021-07-26,1280
F,51,a187f250fe,2017-03-23,106000.0,50,50,2017,3,23,2021-07-26,1586
M,25,a2ac56c8f3,2018-03-29,55000.0,20,25,2018,3,29,2021-07-26,1215
M,71,5cf0e01dff,2018-01-05,55000.0,70,70,2018,1,5,2021-07-26,1298
M,58,db3eae5286,2017-09-17,71000.0,50,55,2017,9,17,2021-07-26,1408
M,53,0fb53c5429,2014-07-12,36000.0,50,50,2014,7,12,2021-07-26,2571
F,83,24f1885ca6,2017-06-15,93000.0,80,80,2017,6,15,2021-07-26,1502
M,46,2277f0026d,2016-03-15,56000.0,40,45,2016,3,15,2021-07-26,1959
F,69,9ab83b0a9f,2017-02-25,97000.0,60,65,2017,2,25,2021-07-26,1612
M,51,c06cbc22ae,2017-08-02,73000.0,50,50,2017,8,2,2021-07-26,1454
M,61,ad80753fc9,2018-02-24,68000.0,60,60,2018,2,24,2021-07-26,1248
F,81,648bf85977,2017-08-04,101000.0,80,80,2017,8,4,2021-07-26,1452
M,60,b527eab600,2018-02-02,41000.0,60,60,2018,2,2,2021-07-26,1270
M,48,f5de209849,2015-09-10,75000.0,40,45,2015,9,10,2021-07-26,2146
F,48,5647967694,2015-09-23,87000.0,40,45,2015,9,23,2021-07-26,2133
M,73,af74271eb3,2014-01-24,63000.0,70,70,2014,1,24,2021-07-26,2740
F,41,3915674b75,2018-02-11,89000.0,40,40,2018,2,11,2021-07-26,1261
F,39,614061b6bc,2016-04-02,77000.0,30,35,2016,4,2,2021-07-26,1941
M,31,ddd92ad1b9,2017-10-08,56000.0,30,30,2017,10,8,2021-07-26,1387
M,38,2ad9a1463c,2017-12-15,61000.0,30,35,2017,12,15,2021-07-26,1319
F,46,80df030885,2017-09-11,36000.0,40,45,2017,9,11,2021-07-26,1414
M,87,cbe1a04c53,2014-11-13,72000.0,80,85,2014,11,13,2021-07-26,2447
F,53,05beec1cbe,2015-12-14,83000.0,50,50,2015,12,14,2021-07-26,2051
F,93,c1e4888e93,2013-10-25,48000.0,90,90,2013,10,25,2021-07-26,2831
M,42,1f72799b1a,2015-08-25,41000.0,40,40,2015,8,25,2021-07-26,2162
M,54,b728608c64,2015-10-26,79000.0,50,50,2015,10,26,2021-07-26,2100
M,47,70f115dc7b,2018-07-26,53000.0,40,45,2018,7,26,2021-07-26,1096
M,75,78de990355,2017-12-03,109000.0,70,75,2017,12,3,2021-07-26,1331
F,79,0cc13b3094,2018-04-10,61000.0,70,75,2018,4,10,2021-07-26,1203
F,36,faa6311660,2017-10-10,64000.0,30,35,2017,10,10,2021-07-26,1385
M,30,9c723149d2,2017-04-09,43000.0,30,30,2017,4,9,2021-07-26,1569
M,34,c92ad69c3d,2013-11-16,50000.0,30,30,2013,11,16,2021-07-26,2809
F,39,d7c7866cc4,2016-01-19,78000.0,30,35,2016,1,19,2021-07-26,2015
F,52,352ccf90fe,2016-05-23,87000.0,50,50,2016,5,23,2021-07-26,1890
M,43,a2acc24642,2016-04-16,34000.0,40,40,2016,4,16,2021-07-26,1927
M,75,6d8a45614b,2018-06-24,38000.0,70,75,2018,6,24,2021-07-26,1128
M,47,5de2b57a16,2017-09-17,40000.0,40,45,2017,9,17,2021-07-26,1408
F,60,a4cd8d3f09,2018-04-20,117000.0,60,60,2018,4,20,2021-07-26,1193
M,31,4c2a9b684d,2018-01-23,43000.0,30,30,2018,1,23,2021-07-26,1280
M,70,825af41b83,2018-03-04,35000.0,70,70,2018,3,4,2021-07-26,1240
F,49,9da3f2339b,2018-01-09,36000.0,40,45,2018,1,9,2021-07-26,1294
M,48,c87e041cfa,2017-08-16,56000.0,40,45,2017,8,16,2021-07-26,1440
M,37,0b265c689a,2017-12-19,36000.0,30,35,2017,12,19,2021-07-26,1315
F,67,73ffefd41e,2015-09-29,67000.0,60,65,2015,9,29,2021-07-26,2127
M,48,42b57a678b,2015-07-19,65000.0,40,45,2015,7,19,2021-07-26,2199
M,69,67dbaaa6f6,2015-09-20,38000.0,60,65,2015,9,20,2021-07-26,2136
M,66,083145b8b0,2017-12-19,32000.0,60,65,2017,12,19,2021-07-26,1315
M,38,c0c8ab46c7,2017-09-12,56000.0,30,35,2017,9,12,2021-07-26,1413
F,59,3e621194f7,2017-08-16,90000.0,50,55,2017,8,16,2021-07-26,1440
M,43,47eb14d1e8,2018-04-10,65000.0,40,40,2018,4,10,2021-07-26,1203
M,43,1f5c961416,2014-01-28,41000.0,40,40,2014,1,28,2021-07-26,2736
F,68,4c4ef31a68,2017-04-21,108000.0,60,65,2017,4,21,2021-07-26,1557
M,60,050a57f4d6,2018-04-24,45000.0,60,60,2018,4,24,2021-07-26,1189
M,53,142a2b3df8,2015-09-25,39000.0,50,50,2015,9,25,2021-07-26,2131
M,34,d7f4a8625e,2018-02-16,50000.0,30,30,2018,2,16,2021-07-26,1256
M,77,b9a7de55d4,2018-03-22,64000.0,70,75,2018,3,22,2021-07-26,1222
F,88,f6fd0096e1,2017-05-11,73000.0,80,85,2017,5,11,2021-07-26,1537
